indice_tiempo;idempresa;cuit;empresa;direccion;localidad;provincia;region;idproducto;producto;idtipohorario;tipohorario;precio;fecha_vigencia;idempresabandera;empresabandera;latitud;longitud;geojson
1/3/2024;2503;30-70772223-8;BIFUEL S.R.L.;RECTA MARTINOLI 7365;ARGUELLO;CORDOBA;CENTRO;6;GNC;3;Nocturno;494;4/3/2024 06:00;26;AXION;-31,34788;-64,26498;"{""type"":""Point"",""coordinates"":[-64.26498,-31.34788]}"
1/3/2024;2503;30-70772223-8;BIFUEL S.R.L.;RECTA MARTINOLI 7365;ARGUELLO;CORDOBA;CENTRO;3;Nafta (premium) de más de 95 Ron;2;Diurno;1129;5/3/2024 10:00;26;AXION;-31,34788;-64,26498;"{""type"":""Point"",""coordinates"":[-64.26498,-31.34788]}"
1/3/2024;2503;30-70772223-8;BIFUEL S.R.L.;RECTA MARTINOLI 7365;ARGUELLO;CORDOBA;CENTRO;3;Nafta (premium) de más de 95 Ron;3;Nocturno;1129;5/3/2024 10:00;26;AXION;-31,34788;-64,26498;"{""type"":""Point"",""coordinates"":[-64.26498,-31.34788]}"
1/3/2024;2503;30-70772223-8;BIFUEL S.R.L.;RECTA MARTINOLI 7365;ARGUELLO;CORDOBA;CENTRO;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;939;4/3/2024 06:00;26;AXION;-31,34788;-64,26498;"{""type"":""Point"",""coordinates"":[-64.26498,-31.34788]}"
1/3/2024;2503;30-70772223-8;BIFUEL S.R.L.;RECTA MARTINOLI 7365;ARGUELLO;CORDOBA;CENTRO;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;939;4/3/2024 06:00;26;AXION;-31,34788;-64,26498;"{""type"":""Point"",""coordinates"":[-64.26498,-31.34788]}"
1/2/2024;5788;30-64728153-9;BIG-BLUE S.A.;CAMINO DE CINTURA 5150;9 DE ABRIL;BUENOS AIRES;PAMPEANA;19;Gas Oil Grado 2;2;Diurno;898;14/2/2024 13:22;4;SHELL C.A.P.S.A.;-34,76155;-58,480763;"{""type"":""Point"",""coordinates"":[-58.480763,-34.76155]}"
1/2/2024;5788;30-64728153-9;BIG-BLUE S.A.;CAMINO DE CINTURA 5150;9 DE ABRIL;BUENOS AIRES;PAMPEANA;19;Gas Oil Grado 2;3;Nocturno;898;14/2/2024 13:22;4;SHELL C.A.P.S.A.;-34,76155;-58,480763;"{""type"":""Point"",""coordinates"":[-58.480763,-34.76155]}"
1/2/2024;5788;30-64728153-9;BIG-BLUE S.A.;CAMINO DE CINTURA 5150;9 DE ABRIL;BUENOS AIRES;PAMPEANA;21;Gas Oil Grado 3;2;Diurno;1092;14/2/2024 13:21;4;SHELL C.A.P.S.A.;-34,76155;-58,480763;"{""type"":""Point"",""coordinates"":[-58.480763,-34.76155]}"
1/2/2024;5788;30-64728153-9;BIG-BLUE S.A.;CAMINO DE CINTURA 5150;9 DE ABRIL;BUENOS AIRES;PAMPEANA;21;Gas Oil Grado 3;3;Nocturno;1092;14/2/2024 13:21;4;SHELL C.A.P.S.A.;-34,76155;-58,480763;"{""type"":""Point"",""coordinates"":[-58.480763,-34.76155]}"
1/2/2024;5788;30-64728153-9;BIG-BLUE S.A.;CAMINO DE CINTURA 5150;9 DE ABRIL;BUENOS AIRES;PAMPEANA;6;GNC;2;Diurno;2496;14/2/2024 13:22;4;SHELL C.A.P.S.A.;-34,76155;-58,480763;"{""type"":""Point"",""coordinates"":[-58.480763,-34.76155]}"
1/2/2024;5788;30-64728153-9;BIG-BLUE S.A.;CAMINO DE CINTURA 5150;9 DE ABRIL;BUENOS AIRES;PAMPEANA;6;GNC;3;Nocturno;2496;14/2/2024 13:22;4;SHELL C.A.P.S.A.;-34,76155;-58,480763;"{""type"":""Point"",""coordinates"":[-58.480763,-34.76155]}"
1/2/2024;5788;30-64728153-9;BIG-BLUE S.A.;CAMINO DE CINTURA 5150;9 DE ABRIL;BUENOS AIRES;PAMPEANA;3;Nafta (premium) de más de 95 Ron;2;Diurno;1052;14/2/2024 13:21;4;SHELL C.A.P.S.A.;-34,76155;-58,480763;"{""type"":""Point"",""coordinates"":[-58.480763,-34.76155]}"
1/2/2024;5788;30-64728153-9;BIG-BLUE S.A.;CAMINO DE CINTURA 5150;9 DE ABRIL;BUENOS AIRES;PAMPEANA;3;Nafta (premium) de más de 95 Ron;3;Nocturno;1052;14/2/2024 13:21;4;SHELL C.A.P.S.A.;-34,76155;-58,480763;"{""type"":""Point"",""coordinates"":[-58.480763,-34.76155]}"
1/2/2024;5788;30-64728153-9;BIG-BLUE S.A.;CAMINO DE CINTURA 5150;9 DE ABRIL;BUENOS AIRES;PAMPEANA;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;858;14/2/2024 13:21;4;SHELL C.A.P.S.A.;-34,76155;-58,480763;"{""type"":""Point"",""coordinates"":[-58.480763,-34.76155]}"
1/2/2024;5788;30-64728153-9;BIG-BLUE S.A.;CAMINO DE CINTURA 5150;9 DE ABRIL;BUENOS AIRES;PAMPEANA;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;858;14/2/2024 13:21;4;SHELL C.A.P.S.A.;-34,76155;-58,480763;"{""type"":""Point"",""coordinates"":[-58.480763,-34.76155]}"
1/3/2024;5580;30-59907833-5;BIGLIARDI PEÑA FEO S.H.;CNO GRAL BELGRANO Y MOSCONI;QUILMES;BUENOS AIRES;PAMPEANA;19;Gas Oil Grado 2;2;Diurno;93800;2/3/2024 00:00;2;YPF;-34,769136;-58,283808;"{""type"":""Point"",""coordinates"":[-58.283808,-34.769136]}"
1/3/2024;5580;30-59907833-5;BIGLIARDI PEÑA FEO S.H.;CNO GRAL BELGRANO Y MOSCONI;QUILMES;BUENOS AIRES;PAMPEANA;19;Gas Oil Grado 2;3;Nocturno;93800;2/3/2024 00:00;2;YPF;-34,769136;-58,283808;"{""type"":""Point"",""coordinates"":[-58.283808,-34.769136]}"
1/3/2024;5580;30-59907833-5;BIGLIARDI PEÑA FEO S.H.;CNO GRAL BELGRANO Y MOSCONI;QUILMES;BUENOS AIRES;PAMPEANA;21;Gas Oil Grado 3;2;Diurno;114300;2/3/2024 00:00;2;YPF;-34,769136;-58,283808;"{""type"":""Point"",""coordinates"":[-58.283808,-34.769136]}"
1/3/2024;5580;30-59907833-5;BIGLIARDI PEÑA FEO S.H.;CNO GRAL BELGRANO Y MOSCONI;QUILMES;BUENOS AIRES;PAMPEANA;21;Gas Oil Grado 3;3;Nocturno;114300;2/3/2024 00:00;2;YPF;-34,769136;-58,283808;"{""type"":""Point"",""coordinates"":[-58.283808,-34.769136]}"
1/2/2024;5580;30-59907833-5;BIGLIARDI PEÑA FEO S.H.;CNO GRAL BELGRANO Y MOSCONI;QUILMES;BUENOS AIRES;PAMPEANA;6;GNC;2;Diurno;379;29/2/2024 15:06;2;YPF;-34,769136;-58,283808;"{""type"":""Point"",""coordinates"":[-58.283808,-34.769136]}"
1/2/2024;5580;30-59907833-5;BIGLIARDI PEÑA FEO S.H.;CNO GRAL BELGRANO Y MOSCONI;QUILMES;BUENOS AIRES;PAMPEANA;6;GNC;3;Nocturno;379;29/2/2024 15:06;2;YPF;-34,769136;-58,283808;"{""type"":""Point"",""coordinates"":[-58.283808,-34.769136]}"
1/3/2024;5580;30-59907833-5;BIGLIARDI PEÑA FEO S.H.;CNO GRAL BELGRANO Y MOSCONI;QUILMES;BUENOS AIRES;PAMPEANA;3;Nafta (premium) de más de 95 Ron;2;Diurno;108600;2/3/2024 00:00;2;YPF;-34,769136;-58,283808;"{""type"":""Point"",""coordinates"":[-58.283808,-34.769136]}"
1/3/2024;5580;30-59907833-5;BIGLIARDI PEÑA FEO S.H.;CNO GRAL BELGRANO Y MOSCONI;QUILMES;BUENOS AIRES;PAMPEANA;3;Nafta (premium) de más de 95 Ron;3;Nocturno;108600;2/3/2024 00:00;2;YPF;-34,769136;-58,283808;"{""type"":""Point"",""coordinates"":[-58.283808,-34.769136]}"
1/3/2024;5580;30-59907833-5;BIGLIARDI PEÑA FEO S.H.;CNO GRAL BELGRANO Y MOSCONI;QUILMES;BUENOS AIRES;PAMPEANA;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;88700;2/3/2024 00:00;2;YPF;-34,769136;-58,283808;"{""type"":""Point"",""coordinates"":[-58.283808,-34.769136]}"
1/3/2024;5580;30-59907833-5;BIGLIARDI PEÑA FEO S.H.;CNO GRAL BELGRANO Y MOSCONI;QUILMES;BUENOS AIRES;PAMPEANA;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;88700;2/3/2024 00:00;2;YPF;-34,769136;-58,283808;"{""type"":""Point"",""coordinates"":[-58.283808,-34.769136]}"
1/3/2024;10415;30-71435462-7;BIGLIONE SRL;av carlos gardel 22;MERLO;SAN LUIS;;19;Gas Oil Grado 2;2;Diurno;993;4/3/2024 17:16;4;SHELL C.A.P.S.A.;-32,356555;-65,015784;"{""type"":""Point"",""coordinates"":[-65.015784,-32.356555]}"
1/3/2024;10415;30-71435462-7;BIGLIONE SRL;av carlos gardel 22;MERLO;SAN LUIS;;19;Gas Oil Grado 2;3;Nocturno;993;4/3/2024 17:16;4;SHELL C.A.P.S.A.;-32,356555;-65,015784;"{""type"":""Point"",""coordinates"":[-65.015784,-32.356555]}"
1/3/2024;10415;30-71435462-7;BIGLIONE SRL;av carlos gardel 22;MERLO;SAN LUIS;;21;Gas Oil Grado 3;2;Diurno;1174;4/3/2024 17:17;4;SHELL C.A.P.S.A.;-32,356555;-65,015784;"{""type"":""Point"",""coordinates"":[-65.015784,-32.356555]}"
1/3/2024;10415;30-71435462-7;BIGLIONE SRL;av carlos gardel 22;MERLO;SAN LUIS;;21;Gas Oil Grado 3;3;Nocturno;1174;4/3/2024 17:17;4;SHELL C.A.P.S.A.;-32,356555;-65,015784;"{""type"":""Point"",""coordinates"":[-65.015784,-32.356555]}"
1/3/2024;10415;30-71435462-7;BIGLIONE SRL;av carlos gardel 22;MERLO;SAN LUIS;;3;Nafta (premium) de más de 95 Ron;2;Diurno;1141;4/3/2024 17:17;4;SHELL C.A.P.S.A.;-32,356555;-65,015784;"{""type"":""Point"",""coordinates"":[-65.015784,-32.356555]}"
1/3/2024;10415;30-71435462-7;BIGLIONE SRL;av carlos gardel 22;MERLO;SAN LUIS;;3;Nafta (premium) de más de 95 Ron;3;Nocturno;1141;4/3/2024 17:17;4;SHELL C.A.P.S.A.;-32,356555;-65,015784;"{""type"":""Point"",""coordinates"":[-65.015784,-32.356555]}"
1/3/2024;10415;30-71435462-7;BIGLIONE SRL;av carlos gardel 22;MERLO;SAN LUIS;;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;927;4/3/2024 17:17;4;SHELL C.A.P.S.A.;-32,356555;-65,015784;"{""type"":""Point"",""coordinates"":[-65.015784,-32.356555]}"
1/3/2024;10415;30-71435462-7;BIGLIONE SRL;av carlos gardel 22;MERLO;SAN LUIS;;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;927;4/3/2024 17:17;4;SHELL C.A.P.S.A.;-32,356555;-65,015784;"{""type"":""Point"",""coordinates"":[-65.015784,-32.356555]}"
1/3/2024;9694;30-71435462-7;BIGLIONE SRL;AV. MITRE 1290 Y CORRIENTES 0;VILLA MERCEDES;SAN LUIS;;19;Gas Oil Grado 2;2;Diurno;965;4/3/2024 17:08;4;SHELL C.A.P.S.A.;-33,669825;-65,460546;"{""type"":""Point"",""coordinates"":[-65.460546,-33.669825]}"
1/3/2024;9694;30-71435462-7;BIGLIONE SRL;AV. MITRE 1290 Y CORRIENTES 0;VILLA MERCEDES;SAN LUIS;;19;Gas Oil Grado 2;3;Nocturno;965;4/3/2024 17:08;4;SHELL C.A.P.S.A.;-33,669825;-65,460546;"{""type"":""Point"",""coordinates"":[-65.460546,-33.669825]}"
1/3/2024;9694;30-71435462-7;BIGLIONE SRL;AV. MITRE 1290 Y CORRIENTES 0;VILLA MERCEDES;SAN LUIS;;21;Gas Oil Grado 3;2;Diurno;1170;4/3/2024 17:09;4;SHELL C.A.P.S.A.;-33,669825;-65,460546;"{""type"":""Point"",""coordinates"":[-65.460546,-33.669825]}"
1/3/2024;9694;30-71435462-7;BIGLIONE SRL;AV. MITRE 1290 Y CORRIENTES 0;VILLA MERCEDES;SAN LUIS;;21;Gas Oil Grado 3;3;Nocturno;1170;4/3/2024 17:09;4;SHELL C.A.P.S.A.;-33,669825;-65,460546;"{""type"":""Point"",""coordinates"":[-65.460546,-33.669825]}"
1/3/2024;9694;30-71435462-7;BIGLIONE SRL;AV. MITRE 1290 Y CORRIENTES 0;VILLA MERCEDES;SAN LUIS;;3;Nafta (premium) de más de 95 Ron;2;Diurno;1135;4/3/2024 17:09;4;SHELL C.A.P.S.A.;-33,669825;-65,460546;"{""type"":""Point"",""coordinates"":[-65.460546,-33.669825]}"
1/3/2024;9694;30-71435462-7;BIGLIONE SRL;AV. MITRE 1290 Y CORRIENTES 0;VILLA MERCEDES;SAN LUIS;;3;Nafta (premium) de más de 95 Ron;3;Nocturno;1135;4/3/2024 17:09;4;SHELL C.A.P.S.A.;-33,669825;-65,460546;"{""type"":""Point"",""coordinates"":[-65.460546,-33.669825]}"
1/3/2024;9694;30-71435462-7;BIGLIONE SRL;AV. MITRE 1290 Y CORRIENTES 0;VILLA MERCEDES;SAN LUIS;;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;902;4/3/2024 17:10;4;SHELL C.A.P.S.A.;-33,669825;-65,460546;"{""type"":""Point"",""coordinates"":[-65.460546,-33.669825]}"
1/3/2024;9694;30-71435462-7;BIGLIONE SRL;AV. MITRE 1290 Y CORRIENTES 0;VILLA MERCEDES;SAN LUIS;;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;902;4/3/2024 17:10;4;SHELL C.A.P.S.A.;-33,669825;-65,460546;"{""type"":""Point"",""coordinates"":[-65.460546,-33.669825]}"
1/3/2024;9192;30-71435462-7;BIGLIONE SRL;AV SAN MARTIN 932;GRAL. CABRERA;CORDOBA;;19;Gas Oil Grado 2;2;Diurno;99900;7/3/2024 16:30;4;SHELL C.A.P.S.A.;-32,810698;-63,874034;"{""type"":""Point"",""coordinates"":[-63.874034,-32.810698]}"
1/3/2024;9192;30-71435462-7;BIGLIONE SRL;AV SAN MARTIN 932;GRAL. CABRERA;CORDOBA;;19;Gas Oil Grado 2;3;Nocturno;99900;7/3/2024 16:30;4;SHELL C.A.P.S.A.;-32,810698;-63,874034;"{""type"":""Point"",""coordinates"":[-63.874034,-32.810698]}"
1/3/2024;9192;30-71435462-7;BIGLIONE SRL;AV SAN MARTIN 932;GRAL. CABRERA;CORDOBA;;21;Gas Oil Grado 3;2;Diurno;117400;2/3/2024 10:03;4;SHELL C.A.P.S.A.;-32,810698;-63,874034;"{""type"":""Point"",""coordinates"":[-63.874034,-32.810698]}"
1/3/2024;9192;30-71435462-7;BIGLIONE SRL;AV SAN MARTIN 932;GRAL. CABRERA;CORDOBA;;21;Gas Oil Grado 3;3;Nocturno;117400;2/3/2024 10:03;4;SHELL C.A.P.S.A.;-32,810698;-63,874034;"{""type"":""Point"",""coordinates"":[-63.874034,-32.810698]}"
1/3/2024;9192;30-71435462-7;BIGLIONE SRL;AV SAN MARTIN 932;GRAL. CABRERA;CORDOBA;;3;Nafta (premium) de más de 95 Ron;2;Diurno;113700;2/3/2024 10:05;4;SHELL C.A.P.S.A.;-32,810698;-63,874034;"{""type"":""Point"",""coordinates"":[-63.874034,-32.810698]}"
1/3/2024;9192;30-71435462-7;BIGLIONE SRL;AV SAN MARTIN 932;GRAL. CABRERA;CORDOBA;;3;Nafta (premium) de más de 95 Ron;3;Nocturno;113700;2/3/2024 10:05;4;SHELL C.A.P.S.A.;-32,810698;-63,874034;"{""type"":""Point"",""coordinates"":[-63.874034,-32.810698]}"
1/3/2024;9192;30-71435462-7;BIGLIONE SRL;AV SAN MARTIN 932;GRAL. CABRERA;CORDOBA;;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;94700;2/3/2024 10:04;4;SHELL C.A.P.S.A.;-32,810698;-63,874034;"{""type"":""Point"",""coordinates"":[-63.874034,-32.810698]}"
1/3/2024;9192;30-71435462-7;BIGLIONE SRL;AV SAN MARTIN 932;GRAL. CABRERA;CORDOBA;;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;94700;2/3/2024 10:04;4;SHELL C.A.P.S.A.;-32,810698;-63,874034;"{""type"":""Point"",""coordinates"":[-63.874034,-32.810698]}"
1/3/2024;2986;30-64647773-1;BIGO GAS S.A;BILLINGHURST 1209;CAPITAL FEDERAL;CAPITAL FEDERAL;PAMPEANA;6;GNC;2;Diurno;360;7/3/2024 16:32;1;BLANCA;-34,595479;-58,413661;"{""type"":""Point"",""coordinates"":[-58.413661,-34.595479]}"
1/3/2024;2986;30-64647773-1;BIGO GAS S.A;BILLINGHURST 1209;CAPITAL FEDERAL;CAPITAL FEDERAL;PAMPEANA;6;GNC;3;Nocturno;360;7/3/2024 16:32;1;BLANCA;-34,595479;-58,413661;"{""type"":""Point"",""coordinates"":[-58.413661,-34.595479]}"
1/3/2024;4569;20-05956386-7;BJA GNC DE BARON JOSE ANTONIO;AV. ALMAFUERTE 2520;PARANA;ENTRE RIOS;CENTRO;6;GNC;2;Diurno;5089;7/3/2024 13:00;1;BLANCA;-31,758048;-60,485347;"{""type"":""Point"",""coordinates"":[-60.485347,-31.758048]}"
1/3/2024;4569;20-05956386-7;BJA GNC DE BARON JOSE ANTONIO;AV. ALMAFUERTE 2520;PARANA;ENTRE RIOS;CENTRO;6;GNC;3;Nocturno;5089;7/3/2024 13:00;1;BLANCA;-31,758048;-60,485347;"{""type"":""Point"",""coordinates"":[-60.485347,-31.758048]}"
1/3/2024;1351;30-64844433-4;BLANCO Y ASOCIADOS S.A.;ARDOINO 634;RAMOS MEJIA;BUENOS AIRES;PAMPEANA;19;Gas Oil Grado 2;2;Diurno;92900;2/3/2024 00:00;2;YPF;-34,63931;-58,55687;"{""type"":""Point"",""coordinates"":[-58.55687,-34.63931]}"
1/3/2024;1351;30-64844433-4;BLANCO Y ASOCIADOS S.A.;ARDOINO 634;RAMOS MEJIA;BUENOS AIRES;PAMPEANA;19;Gas Oil Grado 2;3;Nocturno;92900;2/3/2024 00:00;2;YPF;-34,63931;-58,55687;"{""type"":""Point"",""coordinates"":[-58.55687,-34.63931]}"
1/3/2024;1351;30-64844433-4;BLANCO Y ASOCIADOS S.A.;ARDOINO 634;RAMOS MEJIA;BUENOS AIRES;PAMPEANA;21;Gas Oil Grado 3;2;Diurno;112600;2/3/2024 00:00;2;YPF;-34,63931;-58,55687;"{""type"":""Point"",""coordinates"":[-58.55687,-34.63931]}"
1/3/2024;1351;30-64844433-4;BLANCO Y ASOCIADOS S.A.;ARDOINO 634;RAMOS MEJIA;BUENOS AIRES;PAMPEANA;21;Gas Oil Grado 3;3;Nocturno;112600;2/3/2024 00:00;2;YPF;-34,63931;-58,55687;"{""type"":""Point"",""coordinates"":[-58.55687,-34.63931]}"
1/3/2024;1351;30-64844433-4;BLANCO Y ASOCIADOS S.A.;ARDOINO 634;RAMOS MEJIA;BUENOS AIRES;PAMPEANA;6;GNC;2;Diurno;329;8/3/2024 09:09;2;YPF;-34,63931;-58,55687;"{""type"":""Point"",""coordinates"":[-58.55687,-34.63931]}"
1/3/2024;1351;30-64844433-4;BLANCO Y ASOCIADOS S.A.;ARDOINO 634;RAMOS MEJIA;BUENOS AIRES;PAMPEANA;6;GNC;3;Nocturno;329;8/3/2024 09:09;2;YPF;-34,63931;-58,55687;"{""type"":""Point"",""coordinates"":[-58.55687,-34.63931]}"
1/3/2024;1351;30-64844433-4;BLANCO Y ASOCIADOS S.A.;ARDOINO 634;RAMOS MEJIA;BUENOS AIRES;PAMPEANA;3;Nafta (premium) de más de 95 Ron;2;Diurno;110200;2/3/2024 00:00;2;YPF;-34,63931;-58,55687;"{""type"":""Point"",""coordinates"":[-58.55687,-34.63931]}"
1/3/2024;1351;30-64844433-4;BLANCO Y ASOCIADOS S.A.;ARDOINO 634;RAMOS MEJIA;BUENOS AIRES;PAMPEANA;3;Nafta (premium) de más de 95 Ron;3;Nocturno;110200;2/3/2024 00:00;2;YPF;-34,63931;-58,55687;"{""type"":""Point"",""coordinates"":[-58.55687,-34.63931]}"
1/3/2024;1351;30-64844433-4;BLANCO Y ASOCIADOS S.A.;ARDOINO 634;RAMOS MEJIA;BUENOS AIRES;PAMPEANA;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;90000;2/3/2024 00:00;2;YPF;-34,63931;-58,55687;"{""type"":""Point"",""coordinates"":[-58.55687,-34.63931]}"
1/3/2024;1351;30-64844433-4;BLANCO Y ASOCIADOS S.A.;ARDOINO 634;RAMOS MEJIA;BUENOS AIRES;PAMPEANA;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;90000;2/3/2024 00:00;2;YPF;-34,63931;-58,55687;"{""type"":""Point"",""coordinates"":[-58.55687,-34.63931]}"
1/3/2024;6770;27-14775925-3;BLASCO CAROLINA MARIA MARCELA;RUTA NAC. 9 KM. 1784;TILCARA;JUJUY;NOA;19;Gas Oil Grado 2;2;Diurno;98900;2/3/2024 00:00;2;YPF;-23,57284;-65,3974;"{""type"":""Point"",""coordinates"":[-65.3974,-23.57284]}"
1/3/2024;6770;27-14775925-3;BLASCO CAROLINA MARIA MARCELA;RUTA NAC. 9 KM. 1784;TILCARA;JUJUY;NOA;19;Gas Oil Grado 2;3;Nocturno;98900;2/3/2024 00:00;2;YPF;-23,57284;-65,3974;"{""type"":""Point"",""coordinates"":[-65.3974,-23.57284]}"
1/3/2024;6770;27-14775925-3;BLASCO CAROLINA MARIA MARCELA;RUTA NAC. 9 KM. 1784;TILCARA;JUJUY;NOA;21;Gas Oil Grado 3;2;Diurno;116800;2/3/2024 00:00;2;YPF;-23,57284;-65,3974;"{""type"":""Point"",""coordinates"":[-65.3974,-23.57284]}"
1/3/2024;6770;27-14775925-3;BLASCO CAROLINA MARIA MARCELA;RUTA NAC. 9 KM. 1784;TILCARA;JUJUY;NOA;21;Gas Oil Grado 3;3;Nocturno;116800;2/3/2024 00:00;2;YPF;-23,57284;-65,3974;"{""type"":""Point"",""coordinates"":[-65.3974,-23.57284]}"
1/3/2024;6770;27-14775925-3;BLASCO CAROLINA MARIA MARCELA;RUTA NAC. 9 KM. 1784;TILCARA;JUJUY;NOA;3;Nafta (premium) de más de 95 Ron;2;Diurno;107400;2/3/2024 00:00;2;YPF;-23,57284;-65,3974;"{""type"":""Point"",""coordinates"":[-65.3974,-23.57284]}"
1/3/2024;6770;27-14775925-3;BLASCO CAROLINA MARIA MARCELA;RUTA NAC. 9 KM. 1784;TILCARA;JUJUY;NOA;3;Nafta (premium) de más de 95 Ron;3;Nocturno;107400;2/3/2024 00:00;2;YPF;-23,57284;-65,3974;"{""type"":""Point"",""coordinates"":[-65.3974,-23.57284]}"
1/3/2024;6770;27-14775925-3;BLASCO CAROLINA MARIA MARCELA;RUTA NAC. 9 KM. 1784;TILCARA;JUJUY;NOA;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;89200;2/3/2024 00:00;2;YPF;-23,57284;-65,3974;"{""type"":""Point"",""coordinates"":[-65.3974,-23.57284]}"
1/3/2024;6770;27-14775925-3;BLASCO CAROLINA MARIA MARCELA;RUTA NAC. 9 KM. 1784;TILCARA;JUJUY;NOA;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;89200;2/3/2024 00:00;2;YPF;-23,57284;-65,3974;"{""type"":""Point"",""coordinates"":[-65.3974,-23.57284]}"
1/3/2024;6769;27-12938861-2;BLASCO SILVIA MONICA;URIONDO 504;SAN SALVADOR DE JUJUY;JUJUY;NOA;19;Gas Oil Grado 2;2;Diurno;96700;2/3/2024 00:00;2;YPF;-24,194443;-65,297292;"{""type"":""Point"",""coordinates"":[-65.297292,-24.194443]}"
1/3/2024;6769;27-12938861-2;BLASCO SILVIA MONICA;URIONDO 504;SAN SALVADOR DE JUJUY;JUJUY;NOA;19;Gas Oil Grado 2;3;Nocturno;96700;2/3/2024 00:00;2;YPF;-24,194443;-65,297292;"{""type"":""Point"",""coordinates"":[-65.297292,-24.194443]}"
1/3/2024;6769;27-12938861-2;BLASCO SILVIA MONICA;URIONDO 504;SAN SALVADOR DE JUJUY;JUJUY;NOA;21;Gas Oil Grado 3;2;Diurno;114300;2/3/2024 00:00;2;YPF;-24,194443;-65,297292;"{""type"":""Point"",""coordinates"":[-65.297292,-24.194443]}"
1/3/2024;6769;27-12938861-2;BLASCO SILVIA MONICA;URIONDO 504;SAN SALVADOR DE JUJUY;JUJUY;NOA;21;Gas Oil Grado 3;3;Nocturno;114300;2/3/2024 00:00;2;YPF;-24,194443;-65,297292;"{""type"":""Point"",""coordinates"":[-65.297292,-24.194443]}"
1/3/2024;6769;27-12938861-2;BLASCO SILVIA MONICA;URIONDO 504;SAN SALVADOR DE JUJUY;JUJUY;NOA;3;Nafta (premium) de más de 95 Ron;2;Diurno;107400;2/3/2024 00:00;2;YPF;-24,194443;-65,297292;"{""type"":""Point"",""coordinates"":[-65.297292,-24.194443]}"
1/3/2024;6769;27-12938861-2;BLASCO SILVIA MONICA;URIONDO 504;SAN SALVADOR DE JUJUY;JUJUY;NOA;3;Nafta (premium) de más de 95 Ron;3;Nocturno;107400;2/3/2024 00:00;2;YPF;-24,194443;-65,297292;"{""type"":""Point"",""coordinates"":[-65.297292,-24.194443]}"
1/3/2024;6769;27-12938861-2;BLASCO SILVIA MONICA;URIONDO 504;SAN SALVADOR DE JUJUY;JUJUY;NOA;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;89200;2/3/2024 00:00;2;YPF;-24,194443;-65,297292;"{""type"":""Point"",""coordinates"":[-65.297292,-24.194443]}"
1/3/2024;6769;27-12938861-2;BLASCO SILVIA MONICA;URIONDO 504;SAN SALVADOR DE JUJUY;JUJUY;NOA;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;89200;2/3/2024 00:00;2;YPF;-24,194443;-65,297292;"{""type"":""Point"",""coordinates"":[-65.297292,-24.194443]}"
1/4/2017;6721;30-70957506-2;BLAT S.A.;colectora ruta 6 184;LOS CARDALES;BUENOS AIRES;PAMPEANA;6;GNC;2;Diurno;1099;18/4/2017 07:55;1;BLANCA;-34,32514804;-58,99037364;"{""type"":""Point"",""coordinates"":[-58.990373635,-34.325148044]}"
1/4/2017;6721;30-70957506-2;BLAT S.A.;colectora ruta 6 184;LOS CARDALES;BUENOS AIRES;PAMPEANA;6;GNC;3;Nocturno;1099;18/4/2017 07:55;1;BLANCA;-34,32514804;-58,99037364;"{""type"":""Point"",""coordinates"":[-58.990373635,-34.325148044]}"
1/8/2023;7659;20-12800778-5;BLAZQUEZ HUGO ROBERTO;Hipolito Irigoyen 1256;RECONQUISTA;SANTA FE;CENTRO;19;Gas Oil Grado 2;2;Diurno;343;16/8/2023 00:00;4;SHELL C.A.P.S.A.;-29,149364;-59,657089;"{""type"":""Point"",""coordinates"":[-59.657089,-29.149364]}"
1/8/2023;7659;20-12800778-5;BLAZQUEZ HUGO ROBERTO;Hipolito Irigoyen 1256;RECONQUISTA;SANTA FE;CENTRO;19;Gas Oil Grado 2;3;Nocturno;343;16/8/2023 00:00;4;SHELL C.A.P.S.A.;-29,149364;-59,657089;"{""type"":""Point"",""coordinates"":[-59.657089,-29.149364]}"
1/8/2023;7659;20-12800778-5;BLAZQUEZ HUGO ROBERTO;Hipolito Irigoyen 1256;RECONQUISTA;SANTA FE;CENTRO;21;Gas Oil Grado 3;2;Diurno;4155;16/8/2023 00:00;4;SHELL C.A.P.S.A.;-29,149364;-59,657089;"{""type"":""Point"",""coordinates"":[-59.657089,-29.149364]}"
